"Price","Lot.Size","Waterfront","Age","Land.Value","New.Construct","Central.Air","Fuel.Type","Heat.Type","Sewer.Type","Living.Area","Pct.College","Bedrooms","Fireplaces","Bathrooms","Rooms","Fireplace","Beds"
334000,0.32,"No",116,16400,"No","No","Gas","Hot Air","Public",1668,51,3,"None",2,7,"No","3"
382406,0.44,"No",1,108900,"Yes","Yes","Gas","Hot Air","Public",2712,51,4,"1",2.5,12,"Yes","4 or more"
149300,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,51,2,"None",1.5,3,"No","2 or fewer"
212000,0.34,"No",21,27000,"No","No","Electric","Electric","Public",1508,51,3,"None",1.5,4,"No","3"
195000,0.46,"No",28,24500,"No","No","Electric","Electric","Public",1232,61,3,"1",1,6,"Yes","3"
245000,0.36,"No",106,35900,"No","No","Gas","Hot Air","Public",1836,51,4,"1",1.5,6,"Yes","4 or more"
422680,0.16,"No",176,46200,"No","No","Gas","Hot Water","Public",4486,51,6,"1",4,12,"Yes","4 or more"
240000,4.21,"No",38,70400,"No","No","Oil","Hot Water","Private",2204,51,3,"2 or more",2,8,"Yes","3"
156000,0.16,"No",19,15100,"No","No","Gas","Hot Air","Public",1184,51,3,"None",2,7,"No","3"
265000,0.49,"No",1,15000,"Yes","Yes","Gas","Hot Air","Private",2184,51,3,"1",2.5,8,"Yes","3"
334000,0.32,"No",116,16400,"No","No","Gas","Hot Air","Public",1668,51,3,"None",2,5,"No","3"
382406,0.44,"No",1,108900,"Yes","Yes","Gas","Hot Air","Public",2712,51,4,"1",2.5,11,"Yes","4 or more"
149300,0.16,"No",20,15700,"No","No","Electric","Electric","Public",912,51,2,"None",1.5,5,"No","2 or fewer"
212000,0.34,"No",21,27000,"No","No","Electric","Electric","Public",1508,51,3,"None",1.5,4,"No","3"
195000,0.46,"No",28,24500,"No","No","Electric","Electric","Public",1232,61,3,"1",1,4,"Yes","3"
171600,0.32,"No",15,4650,"No","No","Electric","Electric","Public",960,61,3,"None",1,4,"No","3"
245000,0.36,"No",106,35900,"No","No","Gas","Hot Air","Public",1836,51,4,"1",1.5,8,"Yes","4 or more"
282000,0.87,"No",12,56300,"No","Yes","Gas","Hot Air","Public",1836,61,4,"1",1.5,6,"Yes","4 or more"
260000,0.34,"No",42,27100,"No","No","Gas","Hot Water","Private",1803,61,4,"None",1.5,6,"No","4 or more"
254500,0.17,"No",9,20400,"No","Yes","Gas","Hot Air","Public",1463,61,3,"1",2,8,"Yes","3"
179900,0.07,"No",27,16800,"No","Yes","Gas","Hot Air","Public",1290,61,2,"1",1.5,7,"Yes","2 or fewer"
255000,0.53,"No",38,29900,"No","No","Gas","Hot Water","Public",2310,61,5,"1",2.5,10,"Yes","4 or more"
265000,0.43,"No",40,26200,"No","Yes","Gas","Hot Water","Public",1664,61,3,"1",2,4,"Yes","3"
174000,0.06,"No",21,16400,"No","No","Gas","Hot Air","Public",1479,61,3,"None",1.5,8,"No","3"
322000,0.26,"No",7,9100,"No","Yes","Gas","Hot Air","Public",2483,61,4,"1",2.5,8,"Yes","4 or more"
337000,0.46,"No",4,60500,"No","Yes","Gas","Hot Air","Public",2480,61,4,"1",2.5,10,"Yes","4 or more"
221450,0.36,"No",121,33000,"No","No","Oil","Hot Air","Private",2699,61,6,"1",1,12,"Yes","4 or more"
247000,0.3,"No",28,34000,"No","Yes","Gas","Hot Air","Public",1676,61,3,"1",2.5,8,"Yes","3"
180000,0.54,"No",38,30200,"No","No","Gas","Hot Water","Public",2816,61,5,"1",2.5,10,"Yes","4 or more"
229900,0.37,"No",26,23800,"No","No","Gas","Hot Water","Public",1966,61,3,"None",1.5,7,"No","3"
230000,0.54,"No",39,34700,"No","No","Gas","Hot Air","Public",2112,61,4,"1",1.5,9,"Yes","4 or more"
388000,0.77,"No",9,74400,"No","No","Gas","Hot Air","Public",2762,61,4,"1",2.5,12,"Yes","4 or more"
350000,0.66,"No",23,72200,"No","Yes","Gas","Hot Air","Public",2184,61,3,"1",2.5,9,"Yes","3"
169700,0.07,"No",22,16800,"No","No","Electric","Electric","Public",1480,61,3,"None",1.5,7,"No","3"
190000,0.53,"No",39,34700,"No","No","Gas","Hot Air","Public",1624,61,3,"None",1,4,"No","3"
317500,0.54,"No",19,30200,"No","Yes","Gas","Hot Air","Public",1650,61,3,"1",2,4,"Yes","3"
70000,1.34,"No",34,36700,"No","No","Electric","Electric","Private",1313,61,2,"None",1.5,3,"No","2 or fewer"
300000,0.65,"No",19,33500,"No","No","Gas","Hot Water","Public",2600,61,4,"1",2.5,11,"Yes","4 or more"
145400,0.13,"No",22,18300,"No","No","Gas","Hot Air","Public",945,61,2,"None",1,5,"No","2 or fewer"
183500,0.28,"No",57,23200,"No","No","Oil","Hot Air","Private",1121,61,3,"None",1.5,4,"No","3"
275900,0.81,"No",0,7300,"Yes","No","Gas","Hot Air","Public",2288,61,3,"1",2.5,8,"Yes","3"
436023,0.41,"No",5,43400,"No","Yes","Gas","Hot Air","Public",2718,61,4,"1",2.5,12,"Yes","4 or more"
319900,0.58,"No",42,31400,"No","No","Gas","Hot Water","Public",2464,61,4,"1",2.5,8,"Yes","4 or more"
249000,0.43,"No",41,45800,"No","No","Gas","Hot Water","Public",2426,61,4,"2 or more",2,7,"Yes","4 or more"
289000,0.38,"No",32,24200,"No","No","Gas","Hot Water","Public",2310,61,5,"1",2.5,11,"Yes","4 or more"
285000,0.94,"No",37,36200,"No","No","Gas","Hot Water","Public",2564,61,4,"1",2.5,11,"Yes","4 or more"
194900,0.39,"No",9,20400,"No","No","Gas","Hot Air","Public",1099,51,2,"None",1,3,"No","2 or fewer"
125000,0.24,"No",48,16800,"No","No","Gas","Hot Air","Public",1225,51,3,"1",1,7,"Yes","3"
111300,0.59,"No",86,26000,"No","No","Gas","Hot Air","Private",1959,51,3,"None",1,6,"No","3"
